Edad;SEXO;ALERTASROJAS;ALERTASNARANJAS;ALERTASACADEMICAS;ALERTASMANUALES;CAL.PSICOSOCIAL;CAL.FAMILIAR;CAL.SOCIECONOMICO;CAL.ACADEMICO;CRÉDITOS REPROBADOS;CRÉDITOS APROBADOS;CRÉDITOS CANCELADOS;CREDITOS INTENTADOS;PROMEDIO GLOBAL;ULTIMO ESTADO ACADÉMICO;APOYOS ECONÓMICO EN MATRICULA;APOYO INSTITUCIONAL;DESERSIÓN
17;F;13;25;0;0;19,59;28,21;18,42;10,61;3;10;3;16;3,490769231;Estado académico normal;NO;SI;NO
19;M;10;18;0;0;14,43;17,95;13,16;10,61;12;13;3;28;2,9808;Suspensión académica;SI;NO;SI
18;M;10;17;0;0;13,4;15,38;7,89;18,18;16;0;0;16;1,093125;Advertencia académica;NO;SI;SI
19;F;10;19;0;0;6,19;17,95;19,74;16,67;3;78;6;87;3,957777778;Estado académico normal;SI;SI;NO
19;M;10;28;0;0;20,62;10,26;15,79;18,18;15;23;25;63;2,813421053;Primer reingreso;SI;SI;NO
18;F;10;13;0;0;9,28;12,82;22,37;3,03;0;55;0;55;4,020909091;Estado académico normal;SI;SI;NO
18;M;9;17;0;0;10,31;28,21;11,84;7,58;15;3;12;30;2,353333333;Suspensión académica;SI;SI;SI
22;M;9;15;0;0;7,22;7,69;21,05;10,61;6;47;18;71;3,811320755;Estado académico normal;SI;NO;NO
19;F;9;23;0;0;10,31;12,82;17,11;19,7;12;109;10;131;3,792975207;Estado académico normal;SI;NO;NO
18;M;7;15;0;0;10,31;12,82;7,89;12,12;7;41;3;51;3,515625;Estado académico normal;NO;SI;NO
18;M;7;22;0;0;7,22;12,82;18,42;15,15;14;34;39;87;3,239166667;Suspensión académica;SI;SI;NO
21;M;7;13;0;0;1,03;28,21;11,84;9,09;0;116;2;118;4,274482759;Estado académico normal;SI;NO;NO
18;M;7;22;0;0;13,4;10,26;13,16;13,64;0;13;3;16;3,762307692;Estado académico normal;SI;SI;NO
18;M;7;17;0;0;10,31;12,82;14,47;7,58;0;52;0;52;3,918846154;Estado académico normal;SI;NO;NO
18;F;6;15;0;0;9,28;10,26;15,79;3,03;14;39;12;65;3,51;Advertencia académica;SI;SI;SI
20;M;6;9;0;0;3,09;7,69;14,47;6,06;9;116;8;133;3,49896;Estado académico normal;SI;SI;NO
19;M;6;13;0;0;10,31;15,38;5,26;7,58;16;41;6;63;3,356666667;Advertencia académica;SI;NO;NO
18;F;6;15;0;0;4,12;30,77;5,26;10,61;0;33;0;33;4,375151515;Estado académico normal;SI;NO;NO
17;F;6;13;0;0;2,06;12,82;21,05;3,03;0;53;0;53;4,600943396;Estado académico normal;SI;SI;NO
18;M;6;11;0;0;4,12;20,51;5,26;10,61;0;57;0;57;4,55122807;Estado académico normal;SI;NO;NO
18;F;6;15;0;0;6,19;10,26;17,11;6,06;9;51;3;63;3,449;Estado académico normal;SI;NO;NO
19;F;6;17;0;0;5,15;7,69;21,05;7,58;3;83;0;86;3,701395349;Estado académico normal;SI;SI;NO
17;F;5;9;0;0;6,19;7,69;10,53;3,03;16;0;0;16;2,250625;Advertencia académica;SI;SI;SI
18;F;5;10;0;0;2,06;7,69;17,11;3,03;0;16;0;16;4,25;Estado académico normal;SI;NO;NO
19;M;5;13;0;0;3,09;12,82;15,79;4,55;12;64;6;82;3,432763158;Estado académico normal;SI;SI;NO
19;M;5;17;0;0;7,22;5,13;13,16;12,12;0;39;3;42;3,883076923;Estado académico normal;SI;SI;NO
18;M;5;16;0;0;8,25;2,56;10,53;13,64;3;13;0;16;3,545625;Estado académico normal;SI;SI;NO
18;F;5;11;0;0;2,06;7,69;13,16;9,09;0;4;0;4;4,2975;Estado académico normal;NO;NO;NO
19;F;5;13;0;0;7,22;12,82;13,16;1,52;0;85;0;85;4,121647059;Estado académico normal;SI;NO;NO
20;F;4;15;0;0;4,12;12,82;13,16;6,06;0;147;0;147;4,091836735;Estado académico normal;SI;NO;NO
18;M;4;11;0;0;2,06;15,38;6,58;9,09;0;12;18;30;3,855;Estado académico normal;SI;NO;NO
21;F;4;11;0;0;6,19;2,56;10,53;6,06;0;130;6;136;4,151153846;Estado académico normal;SI;NO;NO
17;F;4;10;0;0;5,15;7,69;10,53;3,03;0;16;0;16;4,6675;Estado académico normal;SI;SI;NO
19;F;4;9;0;0;3,09;5,13;13,16;3,03;3;30;0;33;3,397878788;Estado académico normal;SI;NO;NO
20;F;4;14;0;0;8,25;10,26;5,26;9,09;0;50;0;50;4,2016;Estado académico normal;SI;NO;NO
18;M;4;10;0;0;2,06;15,38;9,21;4,55;3;19;3;25;3,773181818;Estado académico normal;SI;SI;NO
20;M;4;10;0;0;6,19;12,82;3,95;6,06;6;4;6;16;3,041;Advertencia académica;NO;SI;NO
18;F;4;17;0;0;7,22;7,69;14,47;6,06;0;53;0;53;4,238679245;Estado académico normal;SI;NO;NO
18;F;4;9;0;0;0;7,69;15,79;3,03;0;25;0;25;4,87;Estado académico normal;SI;SI;NO
18;M;4;10;0;0;3,09;7,69;13,16;3,03;12;14;9;35;2,686538462;Suspensión académica;SI;NO;SI
21;M;4;12;0;0;0;2,56;11,84;3,03;9;45;0;54;3,397222222;Estado académico normal;SI;SI;NO
18;F;3;17;0;0;6,19;15,38;10,53;4,55;0;16;0;16;4,4;Estado académico normal;NO;SI;NO
17;M;3;6;0;0;7,22;12,82;17,11;0;0;16;0;16;4,809375;Estado académico normal;SI;SI;NO
18;M;3;7;0;0;0;0;0;0;0;52;0;52;4,355192308;Estado académico normal;SI;NO;NO
18;F;3;13;0;0;6,19;7,69;10,53;3,03;0;45;3;48;3,982;Estado académico normal;SI;NO;NO
19;F;3;9;0;0;6,19;15,38;1,32;3,03;1;10;16;27;3,467272727;Estado académico normal;SI;NO;SI
19;M;3;11;0;0;3,09;12,82;10,53;1,52;0;50;0;50;3,7994;Estado académico normal;SI;NO;NO
17;M;3;14;0;0;2,06;12,82;11,84;6,06;0;16;0;16;3,89875;Estado académico normal;SI;NO;NO
18;M;2;12;0;0;4,12;0;7,89;9,09;3;16;0;19;3,431578947;Estado académico normal;NO;NO;SI
19;M;2;16;0;0;4,12;2,56;13,16;7,58;6;32;8;46;3,448947368;Estado académico normal;SI;NO;NO
17;F;2;10;0;0;3,09;5,13;10,53;1,52;0;16;0;16;4,166875;Estado académico normal;SI;NO;SI
18;F;2;15;0;0;4,12;10,26;6,58;9,09;15;32;6;53;3,204893617;Estado académico normal;SI;NO;NO
19;F;2;11;0;0;3,09;2,56;7,89;7,58;0;16;0;16;4,455625;Estado académico normal;SI;SI;NO
18;F;2;5;0;0;4,12;0;3,95;3,03;0;41;0;41;4,309756098;Estado académico normal;NO;NO;NO
19;M;1;14;0;0;9,28;5,13;5,26;1,52;0;16;0;16;4,251875;Estado académico normal;NO;NO;SI
18;M;1;10;0;0;3,09;0;6,58;6,06;0;33;0;33;3,848787879;Estado académico normal;NO;NO;NO
19;F;1;3;0;0;0;2,56;3,95;1,52;0;53;0;53;4,096792453;Estado académico normal;NO;NO;NO
18;M;1;4;0;0;1,03;2,56;3,95;1,52;0;21;3;24;4,045238095;Estado académico normal;SI;SI;NO
19;M;1;8;0;0;8,25;10,26;14,47;4,55;0;58;0;58;4,686206897;Estado académico normal;SI;NO;NO
18;M;1;12;0;0;2,06;10,26;6,58;4,55;0;46;9;55;3,588695652;Estado académico normal;SI;NO;NO
18;M;1;6;0;0;2,06;0;2,63;6,06;0;3;0;3;3,97;Estado académico normal;SI;NO;NO
18;M;0;6;0;0;3,09;2,56;1,32;1,52;0;18;0;18;4,800555556;Estado académico normal;SI;SI;NO
19;F;0;9;0;0;3,09;0;1,32;7,58;12;37;6;55;3,338367347;Estado académico normal;SI;NO;NO
20;F;0;2;0;0;0;0;1,32;1,52;9;7;0;16;2,890625;Advertencia académica;SI;SI;SI
18;F;0;5;0;0;1,03;0;2,63;3,03;0;56;0;56;3,909464286;Estado académico normal;NO;NO;NO
20;M;20;26;0;0;12,37;46,15;26,32;24,24;29;68;28;125;3,177731959;Segunda suspensión académica;SI;SI;NO
18;M;18;27;0;0;24,74;28,21;19,74;19,7;0;17;0;17;3,882941176;Estado académico normal;SI;SI;NO
21;M;17;25;0;0;7,22;28,21;17,11;12,12;18;25;17;60;2,416976744;Advertencia académica;SI;SI;NO
21;F;17;26;0;0;14,43;23,08;28,95;22,73;6;71;17;94;3,758701299;Estado académico normal;SI;NO;NO
19;F;12;21;0;0;11,34;12,82;23,68;16,67;14;33;26;73;3,253617021;Advertencia académica;SI;SI;NO
20;F;12;20;0;0;13,4;23,08;17,11;13,64;9;92;21;122;3,772970297;Estado académico normal;SI;SI;NO
19;F;12;20;0;0;11,34;20,51;17,11;18,18;3;40;6;49;3,63744186;Estado académico normal;SI;NO;NO
18;F;12;11;0;0;6,19;23,08;25;1,52;5;0;39;44;1,678;Advertencia académica;SI;SI;NO
21;M;11;9;0;0;3,09;28,21;19,74;3,03;0;119;3;122;4,065546218;Estado académico normal;SI;SI;NO
21;F;11;10;0;0;4,12;12,82;26,32;4,55;0;132;0;132;4,035833333;Estado académico normal;SI;SI;NO
20;F;11;21;0;0;8,25;33,33;19,74;10,61;3;111;3;117;4,229210526;Estado académico normal;SI;NO;NO
21;M;10;16;0;0;5,15;12,82;26,32;9,09;2;157;1;160;4,049308176;Estado académico normal;SI;SI;NO
18;M;10;17;0;0;7,22;7,69;15,79;3,03;3;42;9;54;3,726;Estado académico normal;SI;SI;NO
20;M;10;15;0;0;9,28;15,38;14,47;13,64;24;65;42;131;3,352808989;Advertencia académica;SI;SI;SI
20;M;10;9;0;0;7,22;10,26;15,79;9,09;6;106;9;121;3,730892857;Estado académico normal;SI;NO;NO
20;F;9;16;0;0;8,25;15,38;13,16;15,15;35;58;24;117;2,999892473;Estado académico normal;SI;SI;NO
20;M;9;16;0;0;9,28;15,38;14,47;12,12;15;66;33;114;3,369506173;Estado académico normal;SI;SI;NO
22;F;9;19;0;0;6,19;15,38;18,42;16,67;13;151;27;191;3,59347561;Estado académico normal;SI;SI;NO
21;M;9;12;0;0;4,12;7,69;27,63;3,03;8;153;6;167;3,957515528;Estado académico normal;SI;NO;NO
20;M;9;16;0;0;5,15;12,82;23,68;9,09;18;55;14;87;3,374657534;Estado académico normal;SI;SI;NO
21;M;9;17;0;0;6,19;23,08;18,42;9,09;6;113;6;125;3,836470588;Estado académico normal;SI;SI;NO
19;M;8;29;0;0;10,31;30,77;15,79;16,67;8;17;19;44;3,1868;Estado académico normal;SI;NO;NO
18;M;8;9;0;0;2,06;10,26;18,42;7,58;3;35;6;44;3,553947368;Estado académico normal;SI;SI;NO
21;M;8;14;0;0;4,12;7,69;27,63;3,03;0;151;3;154;4,234503311;Estado académico normal;SI;SI;NO
22;M;7;13;0;0;3,09;15,38;18,42;6,06;9;124;11;144;3,731428571;Estado académico normal;SI;SI;NO
20;M;7;11;0;0;6,19;10,26;18,42;1,52;0;82;0;82;4,266585366;Estado académico normal;SI;SI;NO
20;F;7;11;0;0;7,22;10,26;13,16;6,06;0;83;0;83;4,205542169;Estado académico normal;SI;NO;NO
19;M;7;16;0;0;8,25;15,38;10,53;12,12;0;64;0;64;3,97046875;Estado académico normal;SI;NO;NO
21;F;7;17;0;0;4,12;12,82;19,74;10,61;3;136;6;145;3,761798561;Estado académico normal;SI;SI;NO
20;F;7;12;0;0;7,22;10,26;13,16;7,58;0;50;0;50;4,0676;Estado académico normal;SI;NO;NO
20;F;7;11;0;0;6,19;10,26;11,84;9,09;12;12;6;30;3,1675;Estado académico normal;SI;NO;NO
22;M;7;19;0;0;7,22;10,26;15,79;15,15;9;58;45;112;3,51119403;Estado académico normal;SI;NO;NO
18;F;7;16;0;0;5,15;10,26;21,05;7,58;6;40;3;49;3,590652174;Estado académico normal;SI;SI;NO
18;M;7;12;0;0;5,15;10,26;17,11;6,06;3;43;3;49;3,557173913;Estado académico normal;SI;NO;NO
21;F;7;12;0;0;2,06;17,95;15,79;7,58;0;139;2;141;4,013021583;Estado académico normal;SI;SI;NO
18;F;6;13;0;0;2,06;17,95;5,26;18,18;7;10;3;20;3,025882353;Estado académico normal;SI;SI;NO
18;M;6;13;0;0;5,15;10,26;13,16;9,09;3;15;12;30;3,593888889;Estado académico normal;SI;SI;NO
21;F;6;15;0;0;6,19;23,08;10,53;6,06;0;104;0;104;3,770576923;Estado académico normal;SI;NO;NO
20;M;6;20;0;0;6,19;23,08;9,21;15,15;0;43;9;52;3,683023256;Estado académico normal;NO;NO;NO
19;M;6;16;0;0;5,15;15,38;15,79;7,58;0;50;0;50;3,7672;Estado académico normal;SI;SI;NO
19;F;6;16;0;0;1,03;23,08;15,79;9,09;0;46;15;61;3,620652174;Estado académico normal;SI;SI;NO
21;F;5;14;0;0;6,19;12,82;14,47;3,03;0;151;10;161;4,121258278;Estado académico normal;SI;SI;NO
18;M;5;15;0;0;2,06;7,69;17,11;3,03;0;50;0;50;3,921;Estado académico normal;SI;SI;NO
20;M;5;14;0;0;4,12;5,13;17,11;7,58;7;41;50;98;3,544166667;Suspensión académica;SI;SI;NO
25;M;5;9;0;0;4,12;5,13;14,47;3,03;3;10;17;30;3,188461538;Estado académico normal;SI;SI;NO
18;F;5;13;0;0;1,03;2,56;17,11;12,12;0;50;0;50;4,0364;Estado académico normal;SI;SI;NO
18;M;5;12;0;0;4,12;10,26;17,11;1,52;0;17;0;17;3,873529412;Estado académico normal;SI;SI;NO
19;F;4;20;0;0;13,4;12,82;7,89;6,06;3;62;0;65;3,741846154;Estado académico normal;NO;NO;NO
17;M;4;7;0;0;2,06;0;9,21;9,09;5;6;6;17;3,181818182;Estado académico normal;NO;SI;NO
19;F;4;20;0;0;4,12;12,82;17,11;9,09;3;47;0;50;3,6448;Estado académico normal;SI;SI;NO
18;M;4;9;0;0;6,19;0;5,26;10,61;0;50;0;50;3,7248;Estado académico normal;SI;NO;NO
18;F;4;13;0;0;0;5,13;17,11;9,09;0;48;3;51;3,546458333;Estado académico normal;SI;SI;NO
18;M;4;13;0;0;6,19;7,69;13,16;3,03;2;11;20;33;3,197692308;Estado académico normal;SI;NO;NO
19;F;4;15;0;0;4,12;12,82;7,89;12,12;0;50;0;50;3,6888;Estado académico normal;NO;NO;NO
18;F;4;6;0;0;5,15;0;9,21;3,03;3;11;3;17;3,323571429;Estado académico normal;SI;SI;NO
19;M;3;14;0;0;0;10,26;2,63;10,61;19;29;10;58;3,142291667;Estado académico normal;NO;SI;NO
18;F;3;12;0;0;4,12;12,82;6,58;6,06;6;8;3;17;3,285714286;Estado académico normal;SI;NO;NO
18;M;3;14;0;0;4,12;10,26;13,16;3,03;0;50;0;50;3,7358;Estado académico normal;SI;NO;NO
19;F;3;7;0;0;4,12;7,69;5,26;3,03;6;42;6;54;3,50625;Estado académico normal;NO;NO;NO
18;M;3;13;0;0;10,31;10,26;2,63;4,55;4;19;6;29;3,352173913;Advertencia académica;SI;SI;NO
18;F;3;4;0;0;2,06;5,13;5,26;3,03;9;38;3;50;3,312340426;Advertencia académica;SI;NO;NO
19;M;2;21;0;0;7,22;15,38;5,26;12,12;16;40;6;62;3,311607143;Advertencia académica;NO;SI;NO
21;F;2;7;0;0;4,12;0;6,58;3,03;0;112;0;112;4,212767857;Estado académico normal;NO;SI;NO
20;F;2;13;0;0;3,09;7,69;5,26;10,61;0;62;5;67;3,895;Estado académico normal;NO;SI;NO
20;M;2;8;0;0;2,06;0;6,58;7,58;6;82;6;94;3,592613636;Estado académico normal;SI;SI;NO
22;M;2;14;0;0;0;10,26;10,53;9,09;12;31;11;54;3,026976744;Advertencia académica;NO;NO;NO
17;M;2;12;0;0;1,03;15,38;7,89;4,55;2;0;13;15;0,91;Advertencia académica;NO;SI;SI
19;F;2;7;0;0;4,12;0;2,63;7,58;3;30;0;33;3,470909091;Estado académico normal;NO;NO;NO
18;M;2;7;0;0;3,09;5,13;6,58;1,52;1;25;0;26;3,898076923;Estado académico normal;SI;SI;NO
18;M;2;8;0;0;2,06;2,56;7,89;4,55;0;50;0;50;3,845;Estado académico normal;SI;NO;NO
18;F;2;5;0;0;2,06;2,56;6,58;1,52;3;34;8;45;3,488918919;Estado académico normal;SI;NO;NO
19;M;2;18;0;0;4,12;7,69;10,53;10,61;3;32;15;50;3,474;Estado académico normal;NO;NO;NO
18;F;2;9;0;0;3,09;5,13;9,21;1,52;0;55;3;58;3,972727273;Estado académico normal;SI;NO;NO
17;F;2;15;0;0;5,15;5,13;7,89;9,09;0;14;3;17;4,165;Estado académico normal;NO;SI;NO
19;F;2;14;0;0;2,06;12,82;5,26;10,61;0;48;3;51;3,614791667;Estado académico normal;SI;NO;NO
17;M;2;10;0;0;2,06;5,13;9,21;4,55;0;17;0;17;3,688235294;Estado académico normal;SI;NO;NO
18;F;2;17;0;0;3,09;17,95;5,26;10,61;3;14;0;17;3,280588235;Estado académico normal;SI;SI;NO
20;M;1;12;0;0;2,06;5,13;3,95;10,61;1;37;14;52;3,648421053;Estado académico normal;SI;SI;NO
18;M;1;7;0;0;1,03;7,69;2,63;4,55;0;40;3;43;3,56175;Estado académico normal;SI;NO;NO
21;F;1;13;0;0;2,06;2,56;11,84;4,55;0;139;0;139;3,808776978;Estado académico normal;NO;SI;NO
19;F;0;5;0;0;0;2,56;1,32;4,55;3;48;7;58;3,687058824;Estado académico normal;NO;SI;NO
18;F;0;13;0;0;3,09;0;1,32;13,64;0;19;0;19;3,524210526;Estado académico normal;SI;SI;NO
18;F;0;7;0;0;0;0;1,32;9,09;0;14;3;17;3,663571429;Estado académico normal;SI;SI;NO
18;M;0;6;0;0;0;0;3,95;4,55;0;17;0;17;3,792352941;Estado académico normal;NO;SI;NO
19;F;0;5;0;0;1,03;2,56;1,32;3,03;3;42;3;48;3,618222222;Estado académico normal;NO;NO;NO
17;F;0;6;0;0;7,22;12,82;17,11;0;0;17;0;17;3,555294118;Estado académico normal;NO;SI;NO
20;M;0;5;0;0;3,09;0;1,32;1,52;6;37;6;49;3,545813953;Estado académico normal;SI;NO;NO
19;M;0;14;0;0;2,06;0;9,21;7,58;0;14;3;17;3,247857143;Estado académico normal;NO;SI;NO
18;F;0;6;0;0;0;2,56;5,26;1,52;0;50;0;50;4,069;Estado académico normal;SI;NO;NO
21;M;12;22;0;0;8,25;25,64;22,37;16,67;3;44;16;63;3,791276596;Estado académico normal;SI;SI;NO
19;M;11;25;0;0;10,31;20,51;23,68;16,67;0;11;15;26;3,626363636;Estado académico normal;SI;SI;SI
19;M;11;23;0;0;15,46;17,95;18,42;13,64;17;39;18;74;3,311964286;Advertencia académica;SI;SI;NO
19;M;10;21;0;0;11,34;15,38;6,58;28,79;6;41;3;50;3,54787234;Estado académico normal;NO;SI;NO
19;M;10;15;0;0;7,22;17,95;21,05;7,58;0;27;9;36;3,718518519;Estado académico normal;SI;SI;NO
21;M;10;21;0;0;7,22;30,77;15,79;15,15;16;103;29;148;3,591176471;Estado académico normal;SI;SI;NO
20;M;10;16;0;0;0;28,21;17,11;18,18;21;39;16;76;3,139833333;Primer reingreso;SI;SI;NO
21;M;9;15;0;0;5,15;10,26;17,11;7,58;21;81;20;122;3,37745098;Advertencia académica;SI;SI;NO
17;M;8;20;0;0;5,15;12,82;11,84;16,67;23;0;7;30;0,935217391;Suspensión académica;SI;SI;SI
19;M;8;20;0;0;7,22;30,77;17,11;6,06;12;44;15;71;3,343571429;Advertencia académica;SI;SI;NO
18;M;8;16;0;0;7,22;10,26;18,42;10,61;9;27;8;44;3,386944444;Estado académico normal;SI;SI;NO
18;M;7;22;0;0;15,46;12,82;10,53;12,12;3;13;0;16;3,43125;Estado académico normal;SI;SI;NO
20;M;7;17;0;0;7,22;15,38;17,11;7,58;17;20;12;49;2,790810811;Suspensión académica;SI;SI;SI
18;F;7;17;0;0;7,22;23,08;14,47;6,06;3;46;0;49;3,982653061;Estado académico normal;SI;SI;NO
20;M;7;20;0;0;8,25;17,95;15,79;10,61;2;12;15;29;3,423571429;Estado académico normal;SI;SI;NO
20;M;6;8;0;0;8,25;10,26;10,53;4,55;3;38;6;47;3,810731707;Estado académico normal;SI;SI;NO
19;M;6;12;0;0;5,15;7,69;10,53;12,12;6;42;6;54;3,533958333;Estado académico normal;NO;SI;NO
22;M;6;31;0;0;3,09;7,69;17,11;9,09;13;52;59;124;3,370307692;Estado académico normal;SI;NO;NO
19;M;6;20;0;0;7,22;23,08;7,89;15,15;1;4;11;16;3,444;Estado académico normal;NO;NO;SI
21;M;6;14;0;0;4,12;17,95;11,84;9,09;9;131;3;143;3,947142857;Estado académico normal;SI;SI;NO
19;F;6;17;0;0;3,09;15,38;18,42;9,09;0;50;3;53;3,9188;Estado académico normal;SI;SI;NO
25;F;6;12;0;0;2,06;7,69;14,47;1,52;48;34;31;113;2,470365854;Advertencia académica;NO;NO;NO
19;M;6;18;0;0;6,19;5,13;18,42;12,12;15;43;19;77;3,27362069;Advertencia académica;SI;SI;NO
17;M;5;20;0;0;10,31;10,26;2,63;21,21;3;7;6;16;3,465;Estado académico normal;NO;SI;NO
20;M;5;22;0;0;8,25;10,26;14,47;10,61;0;41;12;53;3,689268293;Estado académico normal;SI;SI;NO
20;M;5;9;0;0;2,06;5,13;15,79;4,55;0;50;27;77;3,7362;Estado académico normal;SI;SI;NO
19;M;5;13;0;0;10,31;12,82;6,58;4,55;0;49;0;49;3,807959184;Estado académico normal;NO;NO;NO
22;M;5;22;0;0;6,19;17,95;14,47;12,12;5;115;25;145;3,74;Estado académico normal;SI;SI;NO
19;M;5;16;0;0;7,22;5,13;14,47;7,58;3;57;10;70;3,752166667;Estado académico normal;SI;SI;NO
20;M;5;13;0;0;5,15;12,82;13,16;4,55;3;7;6;16;3,727;Estado académico normal;SI;SI;NO
17;M;5;19;0;0;7,22;20,51;7,89;12,12;3;7;6;16;3,491;Estado académico normal;SI;SI;NO
18;M;5;22;0;0;10,31;12,82;10,53;13,64;12;15;25;52;3,007037037;Advertencia académica;SI;SI;SI
19;M;4;17;0;0;9,28;10,26;9,21;7,58;0;46;3;49;3,551956522;Estado académico normal;SI;NO;NO
20;M;4;25;0;0;7,22;10,26;14,47;16,67;5;58;3;66;3,737460317;Estado académico normal;SI;NO;NO
20;M;4;10;0;0;5,15;5,13;3,95;12,12;6;7;3;16;3,272307692;Estado académico normal;NO;SI;NO
20;M;4;13;0;0;6,19;12,82;3,95;10,61;0;48;3;51;3,849375;Estado académico normal;NO;SI;NO
18;M;4;21;0;0;10,31;7,69;10,53;12,12;15;8;10;33;2,392608696;Advertencia académica;SI;SI;SI
19;F;4;19;0;0;7,22;7,69;13,16;10,61;0;50;2;52;3,8046;Estado académico normal;SI;SI;NO
18;F;4;15;0;0;4,12;5,13;17,11;6,06;0;49;0;49;3,699387755;Estado académico normal;SI;SI;NO
19;M;4;18;0;0;8,25;10,26;10,53;9,09;12;2;2;16;0,657857143;Advertencia académica;SI;NO;SI
17;M;4;13;0;0;4,12;17,95;5,26;9,09;0;7;9;16;3,788571429;Estado académico normal;NO;SI;NO
20;M;4;15;0;0;4,12;5,13;14,47;9,09;18;69;15;102;3,264367816;Estado académico normal;SI;SI;NO
19;M;4;17;0;0;6,19;15,38;3,95;15,15;3;36;9;48;3,593076923;Estado académico normal;NO;NO;NO
19;M;4;12;0;0;3,09;5,13;15,79;4,55;3;82;0;85;3,787529412;Estado académico normal;SI;SI;NO
18;M;4;15;0;0;1,03;2,56;15,79;13,64;3;41;3;47;3,574090909;Estado académico normal;SI;NO;NO
17;M;4;15;0;0;9,28;5,13;6,58;10,61;0;16;0;16;4,091875;Estado académico normal;SI;SI;NO
17;M;4;16;0;0;9,28;10,26;6,58;9,09;0;10;6;16;3,833;Estado académico normal;NO;SI;NO
17;M;3;8;0;0;2,06;15,38;5,26;3,03;8;13;3;24;3,135238095;Advertencia académica;SI;SI;NO
17;M;3;8;0;0;3,09;10,26;6,58;3,03;3;0;0;3;2,586666667;Estado académico normal;SI;NO;NO
19;M;3;7;0;0;5,15;10,26;3,95;1,52;0;16;0;16;3,89875;Estado académico normal;NO;SI;NO
19;M;3;14;0;0;7,22;7,69;6,58;7,58;12;19;9;40;2,889354839;Advertencia académica;NO;SI;NO
18;M;3;14;0;0;12,37;0;3,95;7,58;3;42;3;48;3,816222222;Estado académico normal;SI;SI;SI
18;M;3;11;0;0;4,12;7,69;11,84;1,52;1;22;1;24;3,907391304;Estado académico normal;SI;SI;NO
21;M;3;11;0;0;0;12,82;11,84;4,55;6;93;19;118;3,572222222;Estado académico normal;SI;SI;NO
19;M;2;10;0;0;4,12;2,56;6,58;6,06;9;10;7;26;2,922105263;Advertencia académica;SI;NO;SI
19;M;2;13;0;0;2,06;15,38;5,26;7,58;3;36;6;45;3,7;Estado académico normal;NO;SI;NO
17;M;2;16;0;0;6,19;7,69;6,58;9,09;0;16;0;16;3,726875;Estado académico normal;SI;SI;NO
18;M;2;16;0;0;6,19;12,82;6,58;6,06;0;44;0;44;3,793863636;Estado académico normal;NO;NO;NO
